ID,song_name,song_singer,song_url,song_comment_num,song_play_num,album_name,album_url,album_score,album_language,album_date,album_genre
441,落音,万芳,http://www.xiami.com/song/bf0Ho8u305cd,325,707779,落音,https://www.xiami.com/album/2100247272,9.2,国语,2015年12月16日,国语流行 Mandarin Pop
442,Green Grass of Tunnel,múm,http://www.xiami.com/song/b1t5Iaa38c,1012,1043288,Finally We Are No One,https://www.xiami.com/album/120835,9.3,英语,2002年05月20日,独立电子乐 Indietronica
443,Prelude for Piano and Malaria,Worrytrain,http://www.xiami.com/song/xLp5QWdb39c,107,71617,"Fog Dance, My Moth Kingdom",https://www.xiami.com/album/357429,8.9,英语,2007年10月22日,无
444,If You Don't Wanna Love Me ,James Morrison,http://www.xiami.com/song/TYvJ767e7,223,407567,"Songs for You, Truths for Me",https://www.xiami.com/album/301869,9.2,英语,2008年09月30日,成人时代 Adult Contemporary
445,莉莉安,宋冬野,http://www.xiami.com/song/JAXBt01fbf2,2000,16685883,安和桥北,https://www.xiami.com/album/453481,9.4,国语,2013年08月26日,当代民谣 Contemporary Folk
446,And I Love Her,Passenger,http://www.xiami.com/song/mQOyxW83014,201,439903,And I Love Her,https://www.xiami.com/album/2023103551,9.2,英语,2015年02月04日,无
447,Lilac,MANYO,http://www.xiami.com/song/xLr57d9b637,289,951684,殻ノ少女 オリジナルサウンドトラック「Azure」,https://www.xiami.com/album/397531,9.6,其他,2008年07月04日,无
448,君が好きだと叫びたい,Baad,http://www.xiami.com/song/crvv4fa3da,2000,6196531,THE BEST OF TV ANIMATION SLAM DUNK~Single Collection~,https://www.xiami.com/album/330564,9.9,日语,2003年07月21日,原声 Soundtrack
449,The Delta,DJ Whitesmith,http://www.xiami.com/song/xLtrVw9cc00,219,519691,We All Victims,https://www.xiami.com/album/434921,9.2,日语,2011年04月06日,爵士说唱 Jazz Rap
450,Missing you,CAFÉ DE LUX,http://www.xiami.com/song/8Gdq2ze4969,379,554757,Beautiful Piano Obsession,https://www.xiami.com/album/414169,9.3,日语,2010年03月24日,无
451,Blue Sky,Re:plus,http://www.xiami.com/song/mQ5lPY6de6b,252,379413,Everlasting Truth,https://www.xiami.com/album/370721,9.5,日语,2010年03月03日,爵士说唱 Jazz Rap
452,Where...,Laugh,http://www.xiami.com/song/xLtIfVbd62d,187,270023,SUN CITY,https://www.xiami.com/album/443714,9.0,日语,2009年12月23日,无
453,同じ空みつめてるあなたに (Inst.),Spontania,http://www.xiami.com/song/bqvcj0U36020,128,201305,同じ空みつめてるあなたに,https://www.xiami.com/album/351840,9.3,日语,2009年10月21日,无
454,WISH I COULD FORGET,ストレイテナー,http://www.xiami.com/song/8GmIQwfb498,18,11679,Resplendent,https://www.xiami.com/album/1578178910,8.9,日语,2013年09月11日,无
455,Words,Elenowen,http://www.xiami.com/song/xLr9Im9b98a,3,8447,Pulling Back the Veil,https://www.xiami.com/album/399025,8.6,英语,2010年01月19日,民谣摇滚 Folk Rock
456,Missing U,中村由利子,http://www.xiami.com/song/cqIyied754,95,334622,LOVERS,https://www.xiami.com/album/318341,9.3,其他,2005年05月25日,轻音乐 Easy Listening
457,Down by the Salley Gardens,Joanie Madden,http://www.xiami.com/song/ePy8S35cff,1348,2077629,Song of the Irish Whistle,https://www.xiami.com/album/127704,9.6,其他,1996年02月13日,无
458,我的海洋,吴金黛,http://www.xiami.com/song/onrFef891,1002,2190178,我的海洋,https://www.xiami.com/album/32577,9.5,国语,1995年08月15日,自然新世纪 Nature New Age
459,川,S.E.N.S.,http://www.xiami.com/song/mQ3poU6b801,271,1848257,月の石と、地球の水,https://www.xiami.com/album/332345,8.9,其他,1990年10月01日,新世纪音乐 New Age
460,"He Films the Clouds, Pt. 2",Maybeshewill,http://www.xiami.com/song/bAompd2588,1123,871270,Not for Want of Trying,https://www.xiami.com/album/308276,9.3,英语,2008年05月12日,后摇 Post-Rock
461,LAST STARDUST,Aimer,http://www.xiami.com/song/mQQof14de7a,1128,781833,DAWN,https://www.xiami.com/album/934092099,9.7,日语,2015年07月29日,日本流行 J-Pop
462,一颗苹果,五月天,http://www.xiami.com/song/fahJ67bc3,1308,2387286,人生海海,https://www.xiami.com/album/15647,9.8,国语,2001年07月06日,国语流行 Mandarin Pop
463,生存以上 生活以下,五月天,http://www.xiami.com/song/Ujpi7b0bb,670,1902089,后青春期的诗,https://www.xiami.com/album/305979,9.7,国语,2008年10月23日,国语流行 Mandarin Pop
464,Make You Feel My Love,林宥嘉,http://www.xiami.com/song/mQUjGa7c6b6,304,429838,杜拉拉追婚记 电影原声带,https://www.xiami.com/album/2100197806,9.2,国语,2015年12月04日,原声 Soundtrack
465,My Heroine,Silverstein,http://www.xiami.com/song/b1w471368e,133,126638,Discovering the Waterfront,https://www.xiami.com/album/121186,9.0,英语,2005年08月16日,无
466,Life In Color,OneRepublic,http://www.xiami.com/song/mQEUO68e0ba,47,181913,Native,https://www.xiami.com/album/570258,9.3,英语,2013年03月22日,流行摇滚 Pop Rock
467,Wake Me Up (TYMA Remix),TYMA,http://www.xiami.com/song/8GwfgYfa294,263,226264,Wake Me Up (TYMA Remix),https://www.xiami.com/album/633622148,无,英语,2015年05月31日,无
468,Wake Me Up,Avicii,http://www.xiami.com/song/8Gm7orf4130,194,535041,Wake Me Up,https://www.xiami.com/album/371429719,9.5,英语,2013年06月17日,无
469,你只是经过,陈鸿宇,http://www.xiami.com/song/mQSQQo9467d,314,672117,浓烟下的诗歌电台,https://www.xiami.com/album/1527526201,9.4,国语,2016年03月01日,城市民谣 Urban Folk
470,早春的树,陈鸿宇,http://www.xiami.com/song/xLDvjYce1ad,534,1345944,浓烟下的诗歌电台,https://www.xiami.com/album/1527526201,9.4,国语,2016年03月01日,城市民谣 Urban Folk
471,Take Your Time,彭飞,http://www.xiami.com/song/mQNWOT5bf35,67,151949,第三个月,https://www.xiami.com/album/320789038,9.3,国语,2015年01月09日,融合爵士 Jazz Fusion
472,天下无双,陈奕迅,http://www.xiami.com/song/hlNc4ff8,436,1262800,我的快乐时代,https://www.xiami.com/album/613,9.4,粤语,1998年05月26日,粤语流行 Cantopop
473,伤信,陈奕迅,http://www.xiami.com/song/hmyab241,527,1713429,陈奕迅,https://www.xiami.com/album/617,9.2,粤语,1996年12月11日,粤语流行 Cantopop
474,时光倒流二十年,陈奕迅,http://www.xiami.com/song/hkLce1cb,1286,4502600,幸福,https://www.xiami.com/album/608,9.4,粤语,1999年11月24日,粤语流行 Cantopop
475,泣いてもいいかな,MAGIC OF LiFE,http://www.xiami.com/song/xLrzfWb0f9d,186,174185,somewhere,https://www.xiami.com/album/395467,无,日语,2010年09月15日,无
476,Behind Blue Eyes,The Who,http://www.xiami.com/song/b0En9cbcad,674,1076039,Who's Next,https://www.xiami.com/album/58724,9.2,英语,1971年08月14日,硬摇滚 Hard Rock
477,Behind Blue Eyes,The Who,http://www.xiami.com/song/JALGW823607,11,13250,Greatest Hits,https://www.xiami.com/album/361511,9.2,英语,2009年12月22日,硬摇滚 Hard Rock
478,Everything Will Flow,Suede,http://www.xiami.com/song/b5KsWa2f2e,612,758736,Singles,https://www.xiami.com/album/194732,9.5,英语,2003年10月01日,华丽摇滚 Glam Rock
479,You Are the Moon,The Hush Sound,http://www.xiami.com/song/b5jaQ144c5,199,321435,Like Vines,https://www.xiami.com/album/178861,9.1,英语,2006年06月06日,无
480,unravel (acoustic version),TK from 凛として時雨,http://www.xiami.com/song/mQPR7r7909c,380,343256,unravel (acoustic version),https://www.xiami.com/album/832054700,9.6,日语,2015年05月20日,无
481,Back To Life (Studio Version),Hillsong Young & Free,http://www.xiami.com/song/bqvw2PR34b5e,88,42661,We Are Young & Free,https://www.xiami.com/album/1324936536,9.4,英语,2013年09月30日,无
482,2月のセプテンバー,GOOD ON THE REEL,http://www.xiami.com/song/xLuBXhcf48f,172,188344,シュレーディンガーの二人,https://www.xiami.com/album/462965,9.2,日语,2011年08月17日,无
483,愛してた,ナオト・インティライミ,http://www.xiami.com/song/xLwuaIde0c7,120,120401,愛してた,https://www.xiami.com/album/499646,9.4,日语,2012年03月28日,无
484,Try Again (Live),Keane,http://www.xiami.com/song/mQ65pe59421,34,234705,iTunes Festival: London 2010,https://www.xiami.com/album/397009,9.1,英语,2010年08月02日,流行摇滚 Pop Rock
485,コロニー,BUMP OF CHICKEN,http://www.xiami.com/song/bf0BKoL4f284,73,88754,"Hello,world! / コロニー",https://www.xiami.com/album/226758158,9.6,日语,2015年04月22日,日本流行 J-Pop
486,スピードと摩擦,amazarashi,http://www.xiami.com/song/xLBTlFdf0f8,247,224957,スピードと摩擦,https://www.xiami.com/album/837314749,9.3,日语,2015年08月19日,无
487,季節は次々死んでいく,amazarashi,http://www.xiami.com/song/8GtV3719665,317,611587,季節は次々死んでいく,https://www.xiami.com/album/921206461,9.6,日语,2015年02月18日,日本流行 J-Pop
488,I Lied,Electric Century,http://www.xiami.com/song/8Go79Efcfe3,7,4643,I Lied,https://www.xiami.com/album/793499650,无,英语,2014年02月26日,无
489,风月,黄龄,http://www.xiami.com/song/b1qgyvn3cd26,1574,4185919,龄·EP,https://www.xiami.com/album/917756709,9.4,国语,2015年11月04日,国语流行 Mandarin Pop
490,ceramics,3nd,http://www.xiami.com/song/mQ4rrm9650b,86,54692,DEMO,https://www.xiami.com/album/352095,9.4,日语,2009年10月22日,无
491,"Hello,world!",BUMP OF CHICKEN,http://www.xiami.com/song/xL9OY0a845d,413,839204,"Hello,world! / コロニー",https://www.xiami.com/album/226758158,9.6,日语,2015年04月22日,日本流行 J-Pop
492,You were here (Live),BUMP OF CHICKEN,http://www.xiami.com/song/mQO2QD7f5f6,4,3191,BUMP OF CHICKEN WILLPOLIS 2014,https://www.xiami.com/album/1523720414,9.4,日语,2015年02月11日,无
493,life×life×life,スキマスイッチ,http://www.xiami.com/song/mQNow77cce1,42,35486,スキマスイッチ,https://www.xiami.com/album/517325457,9.1,日语,2014年12月03日,日本流行 J-Pop
494,ライフル,タニザワトモフミ,http://www.xiami.com/song/mQ57ss946c1,4,2250,空路,https://www.xiami.com/album/377888,9.3,日语,2006年08月09日,无
495,CANDY,高橋優,http://www.xiami.com/song/xL0HaVa811d,139,165727,BREAK MY SILENCE,https://www.xiami.com/album/2069300027,9.5,日语,2013年07月10日,无
496,少年であれ,高橋優,http://www.xiami.com/song/mQ8o5G8e66f,284,237878,リアルタイム・シンガーソングライター,https://www.xiami.com/album/433425,9.6,日语,2011年04月20日,无
497,Atmosphere,VEE,http://www.xiami.com/song/mQ7EDG52609,54,40214,State Of Mind,https://www.xiami.com/album/421336,9.1,日语,2009年03月18日,无
498,Evensong,Seasons' End,http://www.xiami.com/song/xLsHhkb665f,518,741108,Moments In Life,https://www.xiami.com/album/422598,9.2,日语,2011年01月26日,爵士说唱 Jazz Rap
499,逍遥叹,胡歌,http://www.xiami.com/song/etcVR2e684,2000,9678275,仙剑奇侠传 电视原声带,https://www.xiami.com/album/32864,9.7,国语,2005年05月08日,原声 Soundtrack
500,5 Years Time,Noah and the Whale,http://www.xiami.com/song/UvzG5a902,1765,5094557,"Peaceful, the World Lays Me Down",https://www.xiami.com/album/309777,9.0,英语,2008年08月04日,民谣流行 Folk Pop
501,Peacon,The Workhouse,http://www.xiami.com/song/Vzl770bc2,967,575598,The End of the Pier,https://www.xiami.com/album/297498,9.4,英语,2003年10月14日,无
502,Catch in the Dark,Passenger,http://www.xiami.com/song/mQOT2w4ed41,225,325367,Whispers II,https://www.xiami.com/album/2027152373,9.1,英语,2015年04月20日,民谣流行 Folk Pop
503,错的人,萧亚轩,http://www.xiami.com/song/xLrEdId86fd,1164,3506295,萧洒小姐,https://www.xiami.com/album/400541,8.9,国语,2010年09月24日,流行舞曲 Dance-Pop
504,七楼,陈粒,http://www.xiami.com/song/8Guh0Eff2a9,443,1540575,如也,https://www.xiami.com/album/1722842312,9.4,国语,2015年02月02日,独立民谣 Indie Folk
505,Menina,Chimp Beams,http://www.xiami.com/song/mQB54E5b60e,908,585170,Menina,https://www.xiami.com/album/503445,9.5,英语,2007年02月27日,爵士说唱 Jazz Rap
506,Up Ship! ,Port Blue,http://www.xiami.com/song/bAhax9c06f,350,278242,The Airship,https://www.xiami.com/album/306059,9.5,英语,2007年07月01日,无
507,それでも、生きてゆく,EXILE ATSUSHI,http://www.xiami.com/song/xL051Iae7f3,38,35509,それでも、生きてゆく,https://www.xiami.com/album/1367835610,9.5,日语,2013年05月01日,无
508,大城小事,群星,http://www.xiami.com/song/VpdE92a1c,7,12276,绝对发烧 5,https://www.xiami.com/album/326852,无,国语,2006年02月01日,无
509,小城大事 (Live),张学友,http://www.xiami.com/song/bjuCab503,611,2869260,活出生命Live演唱会,https://www.xiami.com/album/6067,9.8,国语,2004年12月01日,国语流行 Mandarin Pop
510,可惜我是水瓶座,杨千嬅,http://www.xiami.com/song/O9bq7a830,39,227665,Miriam's Music Box,https://www.xiami.com/album/12716,9.1,粤语,2002年11月22日,无
511,Strip It Down,Luke Bryan,http://www.xiami.com/song/8GwCqRf76a3,78,255129,Kill the Lights,https://www.xiami.com/album/1932094835,9.2,英语,2015年08月07日,无
512,A Sky Full of Stars (Hardwell Remix),Hardwell,http://www.xiami.com/song/xL6CgZb226c,90,151363,A Sky Full of Stars,https://www.xiami.com/album/297460658,9.3,英语,2014年05月05日,欧美流行 Western Pop
513,Rolling Stone,Reuben And The Dark,http://www.xiami.com/song/mQKL2f90d87,73,60100,Funeral Sky,https://www.xiami.com/album/999967144,无,英语,2014年05月27日,无
514,Crash,Sum 41,http://www.xiami.com/song/xLtjwOc3943,287,342625,Screaming Bloody Murder,https://www.xiami.com/album/432198,9.1,英语,2011年03月25日,流行朋克 Pop Punk
515,山丘,李宗盛,http://www.xiami.com/song/xL1gege1a43,2000,39775573,山丘,https://www.xiami.com/album/1373093102,9.7,国语,2013年07月06日,国语流行 Mandarin Pop
516,Nomak - Sound Of Soul,DJ Vital Force,http://www.xiami.com/song/mQ7mdt866d8,7,9393,Modal 'Eternally,https://www.xiami.com/album/411701,9.7,日语,2010年06月15日,无
517,Reaction,sAr,http://www.xiami.com/song/mQ8tM889724,307,430897,courtship,https://www.xiami.com/album/435130,9.5,其他,2011年02月28日,爵士说唱 Jazz Rap
518,Again,Melissa Vaughan,http://www.xiami.com/song/8FZz6ke542f,75,179490,Melissa Vaughan,https://www.xiami.com/album/336199,无,英语,2008年02月05日,无
519,Un Strain,Sandra N.,http://www.xiami.com/song/xL6g9Oa11c8,20,132516,Un Strain,https://www.xiami.com/album/1100238690,无,其他,2012年12月05日,无
520,2 Heads,Coleman Hell,http://www.xiami.com/song/8Gu0d0fdf2a,96,101531,2 Heads,https://www.xiami.com/album/1123659568,无,英语,2015年02月04日,无
521,Teenage Dream,Katy Perry,http://www.xiami.com/song/xLr1IIdf64e,1381,9057639,Teenage Dream,https://www.xiami.com/album/396236,9.3,英语,2010年08月24日,欧美流行 Western Pop
522,Pompeii,Bastille,http://www.xiami.com/song/xLzhmNcfaf4,820,3487407,Bad Blood,https://www.xiami.com/album/563768,9.1,英语,2013年03月04日,无
523,My Songs Know What You Did In the Dark (Light Em Up),Fall Out Boy,http://www.xiami.com/song/mQEGDQbc5d4,2000,9279431,Save Rock And Roll,https://www.xiami.com/album/763662765,9.3,英语,2013年04月12日,流行朋克 Pop Punk
524,Stand by Me,Oasis,http://www.xiami.com/song/b1im6cb3cf,545,821035,Be Here Now,https://www.xiami.com/album/55724,9.1,英语,1997年08月21日,硬摇滚 Hard Rock
525,Shake Up Christmas,Train,http://www.xiami.com/song/xLss4Fdf2fa,68,173217,Save Me San Francisco,https://www.xiami.com/album/350475,9.1,英语,2009年10月27日,流行摇滚 Pop Rock
526,Everything But the Girl,Darin,http://www.xiami.com/song/b7PRKc73e1,420,1026615,Break the News,https://www.xiami.com/album/246588,9.4,英语,2006年11月22日,青少年流行 Teen Pop
527,Can't Stop Love,Darin,http://www.xiami.com/song/xLr2V4da17a,1669,4560160,Lovekiller,https://www.xiami.com/album/396625,9.3,英语,2010年08月16日,青少年流行 Teen Pop
528,B What U Wanna B,Darin,http://www.xiami.com/song/b7PRA9e642,1123,3477490,Darin,https://www.xiami.com/album/246586,9.4,英语,2005年09月28日,青少年流行 Teen Pop
529,Road Trip ,Darin,http://www.xiami.com/song/cquvpef178,147,186051,Flashback,https://www.xiami.com/album/311013,9.4,英语,2008年12月03日,青少年流行 Teen Pop
530,No Matter What,Papa Roach,http://www.xiami.com/song/xLrvClc224b,30,75241,Time For Annihilation... On The Record And On The Road,https://www.xiami.com/album/394312,9.5,英语,2010年08月30日,新金属 Nu Metal
531,Everything Falls,Fee,http://www.xiami.com/song/xLpiDV9b367,56,123670,Hope Rising,https://www.xiami.com/album/349737,无,英语,2009年10月06日,无
532,Into The Fire,Thirteen Senses,http://www.xiami.com/song/b4B1ca35a8,1458,3743731,The Invitation,https://www.xiami.com/album/167811,9.4,英语,2004年09月27日,独立流行 Indie Pop
533,Good Life,OneRepublic,http://www.xiami.com/song/xLpxTnbe35f,1067,2401138,Waking Up,https://www.xiami.com/album/352349,9.4,英语,2009年11月17日,流行摇滚 Pop Rock
534,Hall of Fame,The Script,http://www.xiami.com/song/bCkGMWR48ca2,1336,3121140,#3,https://www.xiami.com/album/524622,9.2,英语,2012年09月07日,流行摇滚 Pop Rock
535,Children Of The Earth - Piano Mix,Ayur,http://www.xiami.com/song/mQ7QiU9d226,93,153471,Children Of The Earth,https://www.xiami.com/album/425283,9.6,其他,2008年01月28日,爵士说唱 Jazz Rap
536,春よ、来い,SMOOTH J,http://www.xiami.com/song/b1pNIQD623eb,1622,2596261,Smooth Sound Collection 2,https://www.xiami.com/album/363564,9.3,其他,2009年05月01日,爵士说唱 Jazz Rap
537,Weep,Lusrica,http://www.xiami.com/song/b1pQtI03ce6f,1567,1269909,Blue Pathway,https://www.xiami.com/album/417264,8.9,日语,2010年11月03日,爵士说唱 Jazz Rap
538,Street of Dreams,HAZZY,http://www.xiami.com/song/U59x2R27a93,262,669610,Glitter,https://www.xiami.com/album/417304,9.3,日语,2009年11月25日,爵士说唱 Jazz Rap
539,The Long And Winding Street,Robert de Boron,http://www.xiami.com/song/xLvBNz122c4,1576,1580173,Mellow Candle,https://www.xiami.com/album/483942,9.5,日语,2012年01月11日,爵士说唱 Jazz Rap
540,Abstract Moments,Avens,http://www.xiami.com/song/xLuxx0d68c7,712,1204694,Surrounding Reality,https://www.xiami.com/album/458011,9.2,英语,2011年09月21日,爵士说唱 Jazz Rap
541,Continue The Voyage,tsunenori,http://www.xiami.com/song/xLoKeNc601d,517,1251062,Landscape,https://www.xiami.com/album/342163,9.4,日语,2008年08月27日,爵士说唱 Jazz Rap
542,Everlasting Truth,Re:plus,http://www.xiami.com/song/8Gbj3ae2ad2,1214,2151975,Everlasting Truth,https://www.xiami.com/album/370721,9.5,日语,2010年03月03日,爵士说唱 Jazz Rap
543,Luv(sic) Grand Finale,Nujabes,http://www.xiami.com/song/JAVOSJ249bd,158,256594,Luv(sic) Grand Finale,https://www.xiami.com/album/1261953345,9.4,日语,2013年03月15日,无
544,Paper Paper,Michita,http://www.xiami.com/song/xLsLS2135c2,125,136218,AURAPPORO,https://www.xiami.com/album/424121,9.3,日语,2011年01月19日,爵士说唱 Jazz Rap
545,Cry More,Raujika,http://www.xiami.com/song/bqvguOA39a38,505,955164,Art Of The World,https://www.xiami.com/album/437963,9.4,日语,2011年05月11日,爵士说唱 Jazz Rap
546,你就不要想起我,田馥甄,http://www.xiami.com/song/xL2EkYb15b8,2000,44919847,渺小,https://www.xiami.com/album/1369631477,9.4,国语,2013年11月29日,国语流行 Mandarin Pop
547,在开始那一天 天色湛蓝 你手心出汗,坡上村,http://www.xiami.com/song/mQN60c8d035,252,480776,孙老师与失恋故事,https://www.xiami.com/album/1515890565,9.3,国语,2014年12月05日,阳光流行 Sunshine Pop
548,風に流離い,amazarashi,http://www.xiami.com/song/8GkQk0f9f11,167,115418,ねえママ あなたの言うとおり,https://www.xiami.com/album/1961956770,9.4,日语,2013年04月10日,无
549,Awake My Love,I Am They,http://www.xiami.com/song/xL9dQX9dacf,31,84306,I Am They,https://www.xiami.com/album/1522231478,无,英语,2015年01月23日,无
550,Keep Calm Carry On,Rob Giles,http://www.xiami.com/song/U5DgF3261ff,166,256674,When We Were Happy,https://www.xiami.com/album/495908,9.6,英语,2012年02月21日,无
551,Overcome,Tyrone Wells,http://www.xiami.com/song/xL95Sd163c5,86,154170,Roll With It,https://www.xiami.com/album/1624337940,无,英语,2015年03月17日,无
552,Close Your Eyes,RHODES,http://www.xiami.com/song/mQP9Yj91c5b,249,420246,Wishes,https://www.xiami.com/album/33330202,8.8,英语,2015年09月18日,根源唱作人 Singer-Songwriter
553,Mango Kimono,LJones,http://www.xiami.com/song/bqviI4w3684f,485,532761,Soul Below,https://www.xiami.com/album/488059,9.5,英语,2012年01月02日,无
554,Nakanaide,LJones,http://www.xiami.com/song/xLvOzAba994,111,109910,Soul Below,https://www.xiami.com/album/488059,9.5,英语,2012年01月02日,无
555,花,GOOD ON THE REEL,http://www.xiami.com/song/bqvoflj3924a,96,80613,マリヴロンの四季,https://www.xiami.com/album/973877331,9.1,日语,2013年08月21日,无
556,世界に一つだけの花,SMAP,http://www.xiami.com/song/fJUxe7698,146,203070,SMAP 016/MIJ,https://www.xiami.com/album/31427,9.9,日语,2003年06月25日,日本流行 J-Pop
557,启程,水木年华,http://www.xiami.com/song/8GbEgae4f33,243,527102,启程,https://www.xiami.com/album/380668,9.2,国语,2010年05月11日,城市民谣 Urban Folk
558,世界上最美的花,水木年华,http://www.xiami.com/song/mQSEos91052,138,8806078,世界上最美的花,https://www.xiami.com/album/2100225072,无,国语,2015年10月22日,国语流行 Mandarin Pop
559,夏洛特烦恼,金志文,http://www.xiami.com/song/8GyagMe8ab1,1592,9579179,夏洛特烦恼 电影原声带,https://www.xiami.com/album/2100181568,9.1,国语,2015年10月20日,电影原声 Film Score
560,一次就好,杨宗纬,http://www.xiami.com/song/bf0Fx8U504a4,2000,42052086,夏洛特烦恼 电影原声带,https://www.xiami.com/album/2100181568,9.1,国语,2015年10月20日,电影原声 Film Score
561,一次就好,沈腾,http://www.xiami.com/song/mQSELi7cc73,430,2926668,夏洛特烦恼 电影原声带,https://www.xiami.com/album/2100181568,9.1,国语,2015年10月20日,电影原声 Film Score
562,Drinkin' Me Lonely,Chris Young,http://www.xiami.com/song/SmV67d574,42,119907,Chris Young,https://www.xiami.com/album/255331,8.8,英语,2006年10月03日,当代乡村 Contemporary Country
563,ヤキモチ,高橋優,http://www.xiami.com/song/xL6V6Ybb9f9,363,412419,今、そこにある明滅と群生,https://www.xiami.com/album/2006855562,9.5,日语,2014年08月06日,独立摇滚 Indie Rock
564,Burnin' It Down,Jason Aldean,http://www.xiami.com/song/JBcNK521445,29,356610,"Old Boots, New Dirt",https://www.xiami.com/album/1609637240,无,英语,2014年10月07日,当代乡村 Contemporary Country
565,正趣果上果,陈粒,http://www.xiami.com/song/mQOjNA57dac,1083,1672818,如也,https://www.xiami.com/album/1722842312,9.4,国语,2015年02月02日,独立民谣 Indie Folk
566,夢のつづき,玉置浩二,http://www.xiami.com/song/w79W2c9f7,1273,2701655,ワインレッドの心,https://www.xiami.com/album/31988,9.7,日语,1999年02月24日,无
567,Friend,玉置浩二,http://www.xiami.com/song/jXiOb7177,2000,4019590,ワインレッドの心,https://www.xiami.com/album/31988,9.7,日语,1999年02月24日,无
568,いつの日も,玉置浩二,http://www.xiami.com/song/mQICpK82aed,59,168689,GOLD,https://www.xiami.com/album/693843218,9.2,日语,2014年03月19日,日本流行 J-Pop
569,桜川,MAGIC OF LiFE,http://www.xiami.com/song/8GdzdBfc2bd,720,771167,Time Machine,https://www.xiami.com/album/417061,9.4,日语,2010年05月19日,无
570,Ink,Coldplay,http://www.xiami.com/song/8GsUVpf88ae,393,999828,Ink,https://www.xiami.com/album/1813361134,9.3,英语,2014年10月13日,氛围流行 Ambient Pop
571,High Hopes,Kodaline,http://www.xiami.com/song/xLzsXP9a82e,34,46764,In A Perfect World,https://www.xiami.com/album/568346,9.2,英语,2013年06月17日,无
572,Pills,The Perishers,http://www.xiami.com/song/RsSv58549,165,196214,Let There Be Morning,https://www.xiami.com/album/232220,9.2,英语,2005年04月12日,无
573,"Long, Long Way To Go",Def Leppard,http://www.xiami.com/song/U55Bql2d08b,108,375315,Best of Def Leppard,https://www.xiami.com/album/340473,8.9,英语,2004年10月25日,硬摇滚 Hard Rock
574,A Winter Story,麗美,http://www.xiami.com/song/cqAwKfbe2c,464,612121,LOVE LETTER ,https://www.xiami.com/album/315937,9.7,日语,2001年04月25日,电影原声 Film Score
575,千尋のワルツ,Joe Hisaishi,http://www.xiami.com/song/b1pNMKZ3f40e,425,1719701,千と千尋の神隠し イメージアルバム,https://www.xiami.com/album/364882,9.6,其他,2001年04月04日,轻音乐 Easy Listening
576,Stepping On The Rainy Street,Daydream,http://www.xiami.com/song/cRR5e5fc,1013,4884731,Dreaming,https://www.xiami.com/album/88,9.4,其他,2001年02月20日,器乐独奏 Solo Instrumental
577,A Beautiful Lie,30 Seconds to Mars,http://www.xiami.com/song/b5yNCacee6,49,86243,A Beautiful Lie,https://www.xiami.com/album/184921,9.5,英语,2005年08月30日,流行摇滚 Pop Rock
578,Canon (Over a Basso Ostinato),Various Artists,http://www.xiami.com/song/eYl5P37f9c,1635,5248855,Pachelbel's Greatest Hit: The Ultimate Canon,https://www.xiami.com/album/311412,9.7,其他,2003年09月23日,无
579,Old Money,Lana Del Rey,http://www.xiami.com/song/xL5ICab6460,583,860515,Ultraviolence,https://www.xiami.com/album/2097473588,9.1,英语,2014年06月16日,梦幻流行 Dream Pop
580,Mary Jane,The Click Five,http://www.xiami.com/song/b5yUa9d94d,408,645916,Modern Minds and Pastimes,https://www.xiami.com/album/184959,9.2,英语,2007年06月26日,流行摇滚 Pop Rock
581,Homegrown,Haux,http://www.xiami.com/song/xLAeynb6954,315,176846,Homegrown,https://www.xiami.com/album/228073553,无,英语,2015年03月24日,无
582,Rude,MAGIC!,http://www.xiami.com/song/xL32Rnb86d6,1285,6808287,Don't Kill the Magic,https://www.xiami.com/album/201789328,8.7,英语,2014年06月30日,雷鬼流行 Reggae Pop
583,Lonely,Akon,http://www.xiami.com/song/b4Gd1aabfc,1056,1840921,Trouble,https://www.xiami.com/album/169075,9.1,英语,2004年06月29日,流行说唱 Pop Rap
584,For You,AZU,http://www.xiami.com/song/mQ5hC782e18,548,1255145,For You,https://www.xiami.com/album/369277,9.7,日语,2010年03月03日,日本流行 J-Pop
585,Love the Way You Lie ,Eminem,http://www.xiami.com/song/mQ5N2S942da,2000,11890821,Recovery,https://www.xiami.com/album/382788,9.5,英语,2010年06月18日,硬核说唱 Hardcore Hip Hop
586,"너에게 난, 나에게 넌",자전거 탄 풍경,http://www.xiami.com/song/b4DI5a3c81,1691,3333717,클래식 O.S.T,https://www.xiami.com/album/168427,9.6,韩语,2003年02月11日,原声 Soundtrack
587,Ugly Heart,G.R.L.,http://www.xiami.com/song/xL6vL3dfb8c,53,221716,G.R.L.,https://www.xiami.com/album/705430485,无,英语,2014年07月29日,无
588,Need You Now (Live at CMT Artists of the Year Awards),Adele,http://www.xiami.com/song/xLuxV0a9dfd,343,972988,21,https://www.xiami.com/album/253320,9.5,英语,2011年01月24日,灵魂乐 Soul
589,Hello,Adele,http://www.xiami.com/song/mQSGYc6ff91,2000,23436605,Hello,https://www.xiami.com/album/2100226190,9.3,英语,2015年10月23日,欧美流行 Western Pop
590,野子 (Live),苏运莹,http://www.xiami.com/song/bf0DALR30a87,2000,10385276,造音乐演唱会 壹,https://www.xiami.com/album/537396972,9.0,国语,2015年07月21日,国语流行 Mandarin Pop
